datetime;demand
2024-01-09T12:05:00.000+01:00;34745
2024-01-09T12:10:00.000+01:00;34777
2024-01-09T12:15:00.000+01:00;34815
2024-01-09T12:20:00.000+01:00;34910
2024-01-09T12:25:00.000+01:00;34730
2024-01-09T12:30:00.000+01:00;34734
2024-01-09T12:35:00.000+01:00;34734
2024-01-09T12:40:00.000+01:00;34636
2024-01-09T12:45:00.000+01:00;34690
2024-01-09T12:50:00.000+01:00;34736
2024-01-09T12:55:00.000+01:00;34690
2024-01-09T13:00:00.000+01:00;34766
2024-01-09T13:05:00.000+01:00;34741
2024-01-09T13:10:00.000+01:00;34925
2024-01-09T13:15:00.000+01:00;35080
2024-01-09T13:20:00.000+01:00;35143
2024-01-09T13:25:00.000+01:00;35112
2024-01-09T13:30:00.000+01:00;35095
2024-01-09T13:35:00.000+01:00;34972
2024-01-09T13:40:00.000+01:00;35046
2024-01-09T13:45:00.000+01:00;35045
2024-01-09T13:50:00.000+01:00;35115
2024-01-09T13:55:00.000+01:00;35084
2024-01-09T14:00:00.000+01:00;35060
2024-01-09T14:05:00.000+01:00;34841
2024-01-09T14:10:00.000+01:00;34998
2024-01-09T14:15:00.000+01:00;35053
2024-01-09T14:20:00.000+01:00;35121
2024-01-09T14:25:00.000+01:00;35075
2024-01-09T14:30:00.000+01:00;35020
2024-01-09T14:35:00.000+01:00;35019
2024-01-09T14:40:00.000+01:00;35041
2024-01-09T14:45:00.000+01:00;34960
2024-01-09T14:50:00.000+01:00;34907
2024-01-09T14:55:00.000+01:00;34846
2024-01-09T15:00:00.000+01:00;34599
2024-01-09T15:05:00.000+01:00;34694
2024-01-09T15:10:00.000+01:00;34742
2024-01-09T15:15:00.000+01:00;34782
2024-01-09T15:20:00.000+01:00;34849
2024-01-09T15:25:00.000+01:00;34856
2024-01-09T15:30:00.000+01:00;34781
2024-01-09T15:35:00.000+01:00;34849
2024-01-09T15:40:00.000+01:00;34618
2024-01-09T15:45:00.000+01:00;34692
2024-01-09T15:50:00.000+01:00;34991
2024-01-09T15:55:00.000+01:00;34781
2024-01-09T16:00:00.000+01:00;34652
2024-01-09T16:05:00.000+01:00;34746
2024-01-09T16:10:00.000+01:00;34726
2024-01-09T16:15:00.000+01:00;34637
2024-01-09T16:20:00.000+01:00;34731
2024-01-09T16:25:00.000+01:00;34780
2024-01-09T16:30:00.000+01:00;34722
2024-01-09T16:35:00.000+01:00;34690
2024-01-09T16:40:00.000+01:00;34842
2024-01-09T16:45:00.000+01:00;34793
2024-01-09T16:50:00.000+01:00;34865
2024-01-09T16:55:00.000+01:00;34791
2024-01-09T17:00:00.000+01:00;34912
2024-01-09T17:05:00.000+01:00;35065
2024-01-09T17:10:00.000+01:00;34960
2024-01-09T17:15:00.000+01:00;34906
2024-01-09T17:20:00.000+01:00;35137
2024-01-09T17:25:00.000+01:00;35219
2024-01-09T17:30:00.000+01:00;35327
2024-01-09T17:35:00.000+01:00;35273
2024-01-09T17:40:00.000+01:00;35511
2024-01-09T17:45:00.000+01:00;35764
2024-01-09T17:50:00.000+01:00;35840
2024-01-09T17:55:00.000+01:00;36016
2024-01-09T18:00:00.000+01:00;35931
2024-01-09T18:05:00.000+01:00;36058
2024-01-09T18:10:00.000+01:00;36110
2024-01-09T18:15:00.000+01:00;36238
2024-01-09T18:20:00.000+01:00;36530
2024-01-09T18:25:00.000+01:00;36694
2024-01-09T18:30:00.000+01:00;36720
2024-01-09T18:35:00.000+01:00;36962
2024-01-09T18:40:00.000+01:00;37067
2024-01-09T18:45:00.000+01:00;37109
2024-01-09T18:50:00.000+01:00;37206
2024-01-09T18:55:00.000+01:00;37248
2024-01-09T19:00:00.000+01:00;37283
2024-01-09T19:05:00.000+01:00;37274
2024-01-09T19:10:00.000+01:00;37409
2024-01-09T19:15:00.000+01:00;37364
2024-01-09T19:20:00.000+01:00;37349
2024-01-09T19:25:00.000+01:00;37428
2024-01-09T19:30:00.000+01:00;37595
2024-01-09T19:35:00.000+01:00;37773
2024-01-09T19:40:00.000+01:00;37839
2024-01-09T19:45:00.000+01:00;37682
2024-01-09T19:50:00.000+01:00;37747
2024-01-09T19:55:00.000+01:00;37722
2024-01-09T20:00:00.000+01:00;37801
2024-01-09T20:05:00.000+01:00;37845
2024-01-09T20:10:00.000+01:00;38020
2024-01-09T20:15:00.000+01:00;37791
2024-01-09T20:20:00.000+01:00;37980
2024-01-09T20:25:00.000+01:00;37966
2024-01-09T20:30:00.000+01:00;38037
2024-01-09T20:35:00.000+01:00;38015
2024-01-09T20:40:00.000+01:00;38067
2024-01-09T20:45:00.000+01:00;38059
2024-01-09T20:50:00.000+01:00;38178
2024-01-09T20:55:00.000+01:00;38173
2024-01-09T21:00:00.000+01:00;38051
2024-01-09T21:05:00.000+01:00;37918
2024-01-09T21:10:00.000+01:00;37888
2024-01-09T21:15:00.000+01:00;37786
2024-01-09T21:20:00.000+01:00;37424
2024-01-09T21:25:00.000+01:00;37354
2024-01-09T21:30:00.000+01:00;36839
2024-01-09T21:35:00.000+01:00;36579
2024-01-09T21:40:00.000+01:00;36334
2024-01-09T21:45:00.000+01:00;36146
2024-01-09T21:50:00.000+01:00;35846
2024-01-09T21:55:00.000+01:00;35386
2024-01-09T22:00:00.000+01:00;35006
2024-01-09T22:05:00.000+01:00;34549
2024-01-09T22:10:00.000+01:00;34348
2024-01-09T22:15:00.000+01:00;34174
2024-01-09T22:20:00.000+01:00;33863
2024-01-09T22:25:00.000+01:00;33640
2024-01-09T22:30:00.000+01:00;33364
2024-01-09T22:35:00.000+01:00;32936
2024-01-09T22:40:00.000+01:00;32540
2024-01-09T22:45:00.000+01:00;32069
2024-01-09T22:50:00.000+01:00;31703
2024-01-09T22:55:00.000+01:00;31411
2024-01-09T23:00:00.000+01:00;31161
2024-01-09T23:05:00.000+01:00;30879
2024-01-09T23:10:00.000+01:00;30566
2024-01-09T23:15:00.000+01:00;30269
2024-01-09T23:20:00.000+01:00;30039
2024-01-09T23:25:00.000+01:00;29755
2024-01-09T23:30:00.000+01:00;29450
2024-01-09T23:35:00.000+01:00;29034
2024-01-09T23:40:00.000+01:00;28898
2024-01-09T23:45:00.000+01:00;28567
2024-01-09T23:50:00.000+01:00;28322
2024-01-09T23:55:00.000+01:00;27842
2024-01-10T00:00:00.000+01:00;27589
2024-01-10T00:05:00.000+01:00;27942
2024-01-10T00:10:00.000+01:00;27861
2024-01-10T00:15:00.000+01:00;27618
2024-01-10T00:20:00.000+01:00;27570
2024-01-10T00:25:00.000+01:00;27489
2024-01-10T00:30:00.000+01:00;27450
2024-01-10T00:35:00.000+01:00;27265
2024-01-10T00:40:00.000+01:00;27030
2024-01-10T00:45:00.000+01:00;26763
2024-01-10T00:50:00.000+01:00;26297
2024-01-10T00:55:00.000+01:00;25971
2024-01-10T01:00:00.000+01:00;26019
2024-01-10T01:05:00.000+01:00;25986
2024-01-10T01:10:00.000+01:00;25996
2024-01-10T01:15:00.000+01:00;25676
2024-01-10T01:20:00.000+01:00;25459
2024-01-10T01:25:00.000+01:00;25419
2024-01-10T01:30:00.000+01:00;25247
2024-01-10T01:35:00.000+01:00;25086
2024-01-10T01:40:00.000+01:00;24878
2024-01-10T01:45:00.000+01:00;24463
2024-01-10T01:50:00.000+01:00;24498
2024-01-10T01:55:00.000+01:00;24674
2024-01-10T02:00:00.000+01:00;24240
2024-01-10T02:05:00.000+01:00;24413
2024-01-10T02:10:00.000+01:00;24207
2024-01-10T02:15:00.000+01:00;23949
2024-01-10T02:20:00.000+01:00;23993
2024-01-10T02:25:00.000+01:00;24112
2024-01-10T02:30:00.000+01:00;23900
2024-01-10T02:35:00.000+01:00;23811
2024-01-10T02:40:00.000+01:00;23766
2024-01-10T02:45:00.000+01:00;23683
2024-01-10T02:50:00.000+01:00;23715
2024-01-10T02:55:00.000+01:00;23577
2024-01-10T03:00:00.000+01:00;23781
2024-01-10T03:05:00.000+01:00;23574
2024-01-10T03:10:00.000+01:00;23741
2024-01-10T03:15:00.000+01:00;23501
2024-01-10T03:20:00.000+01:00;23518
2024-01-10T03:25:00.000+01:00;23529
2024-01-10T03:30:00.000+01:00;23481
2024-01-10T03:35:00.000+01:00;23480
2024-01-10T03:40:00.000+01:00;23381
2024-01-10T03:45:00.000+01:00;23384
2024-01-10T03:50:00.000+01:00;23280
2024-01-10T03:55:00.000+01:00;23297
2024-01-10T04:00:00.000+01:00;23392
2024-01-10T04:05:00.000+01:00;23513
2024-01-10T04:10:00.000+01:00;23285
2024-01-10T04:15:00.000+01:00;23675
2024-01-10T04:20:00.000+01:00;23572
2024-01-10T04:25:00.000+01:00;23649
2024-01-10T04:30:00.000+01:00;23371
2024-01-10T04:35:00.000+01:00;23507
2024-01-10T04:40:00.000+01:00;23412
2024-01-10T04:45:00.000+01:00;23451
2024-01-10T04:50:00.000+01:00;23413
2024-01-10T04:55:00.000+01:00;23539
2024-01-10T05:00:00.000+01:00;23623
2024-01-10T05:05:00.000+01:00;23901
2024-01-10T05:10:00.000+01:00;23964
2024-01-10T05:15:00.000+01:00;23882
2024-01-10T05:20:00.000+01:00;23796
2024-01-10T05:25:00.000+01:00;24007
2024-01-10T05:30:00.000+01:00;24205
2024-01-10T05:35:00.000+01:00;24325
2024-01-10T05:40:00.000+01:00;24322
2024-01-10T05:45:00.000+01:00;24349
2024-01-10T05:50:00.000+01:00;24653
2024-01-10T05:55:00.000+01:00;24950
2024-01-10T06:00:00.000+01:00;24849
2024-01-10T06:05:00.000+01:00;25814
2024-01-10T06:10:00.000+01:00;26281
2024-01-10T06:15:00.000+01:00;26545
2024-01-10T06:20:00.000+01:00;26878
2024-01-10T06:25:00.000+01:00;27137
2024-01-10T06:30:00.000+01:00;27172
2024-01-10T06:35:00.000+01:00;27725
2024-01-10T06:40:00.000+01:00;27930
2024-01-10T06:45:00.000+01:00;27754
2024-01-10T06:50:00.000+01:00;28555
2024-01-10T06:55:00.000+01:00;28951
2024-01-10T07:00:00.000+01:00;29275
2024-01-10T07:05:00.000+01:00;30304
2024-01-10T07:10:00.000+01:00;30721
2024-01-10T07:15:00.000+01:00;31115
2024-01-10T07:20:00.000+01:00;31624
2024-01-10T07:25:00.000+01:00;31976
2024-01-10T07:30:00.000+01:00;32123
2024-01-10T07:35:00.000+01:00;32491
2024-01-10T07:40:00.000+01:00;32885
2024-01-10T07:45:00.000+01:00;33167
2024-01-10T07:50:00.000+01:00;33507
2024-01-10T07:55:00.000+01:00;33501
2024-01-10T08:00:00.000+01:00;33726
2024-01-10T08:05:00.000+01:00;34359
2024-01-10T08:10:00.000+01:00;34564
2024-01-10T08:15:00.000+01:00;34789
2024-01-10T08:20:00.000+01:00;34848
2024-01-10T08:25:00.000+01:00;35018
2024-01-10T08:30:00.000+01:00;35022
2024-01-10T08:35:00.000+01:00;35036
2024-01-10T08:40:00.000+01:00;35064
2024-01-10T08:45:00.000+01:00;34971
2024-01-10T08:50:00.000+01:00;34982
2024-01-10T08:55:00.000+01:00;34844
2024-01-10T09:00:00.000+01:00;34756
2024-01-10T09:05:00.000+01:00;35155
2024-01-10T09:10:00.000+01:00;35408
2024-01-10T09:15:00.000+01:00;35429
2024-01-10T09:20:00.000+01:00;35675
2024-01-10T09:25:00.000+01:00;35728
2024-01-10T09:30:00.000+01:00;35931
2024-01-10T09:35:00.000+01:00;35864
2024-01-10T09:40:00.000+01:00;35770
2024-01-10T09:45:00.000+01:00;35904
2024-01-10T09:50:00.000+01:00;36098
2024-01-10T09:55:00.000+01:00;36049
2024-01-10T10:00:00.000+01:00;36073
2024-01-10T10:05:00.000+01:00;36209
2024-01-10T10:10:00.000+01:00;36264
2024-01-10T10:15:00.000+01:00;36108
2024-01-10T10:20:00.000+01:00;36197
2024-01-10T10:25:00.000+01:00;36087
2024-01-10T10:30:00.000+01:00;36204
2024-01-10T10:35:00.000+01:00;36108
2024-01-10T10:40:00.000+01:00;36144
2024-01-10T10:45:00.000+01:00;35925
2024-01-10T10:50:00.000+01:00;36077
2024-01-10T10:55:00.000+01:00;36064
2024-01-10T11:00:00.000+01:00;36163
2024-01-10T11:05:00.000+01:00;36076
2024-01-10T11:10:00.000+01:00;36229
2024-01-10T11:15:00.000+01:00;36025
2024-01-10T11:20:00.000+01:00;35918
2024-01-10T11:25:00.000+01:00;36061
2024-01-10T11:30:00.000+01:00;36129
2024-01-10T11:35:00.000+01:00;36094
2024-01-10T11:40:00.000+01:00;36044
2024-01-10T11:45:00.000+01:00;36106
2024-01-10T11:50:00.000+01:00;36137
2024-01-10T11:55:00.000+01:00;36045
2024-01-10T12:00:00.000+01:00;35927
2024-01-10T12:05:00.000+01:00;35740
2024-01-10T12:10:00.000+01:00;35892
2024-01-10T12:15:00.000+01:00;35938
2024-01-10T12:20:00.000+01:00;36022
2024-01-10T12:25:00.000+01:00;36081
2024-01-10T12:30:00.000+01:00;35832
2024-01-10T12:35:00.000+01:00;35919
2024-01-10T12:40:00.000+01:00;35972
2024-01-10T12:45:00.000+01:00;36094
2024-01-10T12:50:00.000+01:00;36171
2024-01-10T12:55:00.000+01:00;36172
2024-01-10T13:00:00.000+01:00;35947
2024-01-10T13:05:00.000+01:00;36127
2024-01-10T13:10:00.000+01:00;36145
2024-01-10T13:15:00.000+01:00;36168
2024-01-10T13:20:00.000+01:00;36371
2024-01-10T13:25:00.000+01:00;36370
2024-01-10T13:30:00.000+01:00;36423
2024-01-10T13:35:00.000+01:00;36160
2024-01-10T13:40:00.000+01:00;36052
2024-01-10T13:45:00.000+01:00;36073
2024-01-10T13:50:00.000+01:00;36210
2024-01-10T13:55:00.000+01:00;36229
2024-01-10T14:00:00.000+01:00;35784
2024-01-10T14:05:00.000+01:00;35767
2024-01-10T14:10:00.000+01:00;35872
2024-01-10T14:15:00.000+01:00;35850
2024-01-10T14:20:00.000+01:00;36136
2024-01-10T14:25:00.000+01:00;36137
2024-01-10T14:30:00.000+01:00;35965
2024-01-10T14:35:00.000+01:00;35874
2024-01-10T14:40:00.000+01:00;35783
2024-01-10T14:45:00.000+01:00;35779
2024-01-10T14:50:00.000+01:00;35705
2024-01-10T14:55:00.000+01:00;35546
2024-01-10T15:00:00.000+01:00;35349
2024-01-10T15:05:00.000+01:00;35427
2024-01-10T15:10:00.000+01:00;35320
2024-01-10T15:15:00.000+01:00;35255
2024-01-10T15:20:00.000+01:00;35174
2024-01-10T15:25:00.000+01:00;35326
2024-01-10T15:30:00.000+01:00;35257
2024-01-10T15:35:00.000+01:00;35392
2024-01-10T15:40:00.000+01:00;35381
2024-01-10T15:45:00.000+01:00;35257
2024-01-10T15:50:00.000+01:00;35377
2024-01-10T15:55:00.000+01:00;35348
2024-01-10T16:00:00.000+01:00;35150
2024-01-10T16:05:00.000+01:00;35217
2024-01-10T16:10:00.000+01:00;35253
2024-01-10T16:15:00.000+01:00;34999
2024-01-10T16:20:00.000+01:00;35051
2024-01-10T16:25:00.000+01:00;34922
2024-01-10T16:30:00.000+01:00;34816
2024-01-10T16:35:00.000+01:00;34772
2024-01-10T16:40:00.000+01:00;34903
2024-01-10T16:45:00.000+01:00;34902
2024-01-10T16:50:00.000+01:00;34886
2024-01-10T16:55:00.000+01:00;34970
2024-01-10T17:00:00.000+01:00;34846
2024-01-10T17:05:00.000+01:00;35127
2024-01-10T17:10:00.000+01:00;35307
2024-01-10T17:15:00.000+01:00;35029
2024-01-10T17:20:00.000+01:00;35088
2024-01-10T17:25:00.000+01:00;35137
2024-01-10T17:30:00.000+01:00;35047
2024-01-10T17:35:00.000+01:00;35245
2024-01-10T17:40:00.000+01:00;35385
2024-01-10T17:45:00.000+01:00;35324
2024-01-10T17:50:00.000+01:00;35479
2024-01-10T17:55:00.000+01:00;35510
2024-01-10T18:00:00.000+01:00;35583
2024-01-10T18:05:00.000+01:00;35579
2024-01-10T18:10:00.000+01:00;35767
2024-01-10T18:15:00.000+01:00;35945
2024-01-10T18:20:00.000+01:00;36160
2024-01-10T18:25:00.000+01:00;36226
2024-01-10T18:30:00.000+01:00;36509
2024-01-10T18:35:00.000+01:00;36713
2024-01-10T18:40:00.000+01:00;36762
2024-01-10T18:45:00.000+01:00;36752
2024-01-10T18:50:00.000+01:00;37080
2024-01-10T18:55:00.000+01:00;37124
2024-01-10T19:00:00.000+01:00;37179
2024-01-10T19:05:00.000+01:00;37072
2024-01-10T19:10:00.000+01:00;37129
2024-01-10T19:15:00.000+01:00;37099
2024-01-10T19:20:00.000+01:00;37009
2024-01-10T19:25:00.000+01:00;37164
2024-01-10T19:30:00.000+01:00;37371
2024-01-10T19:35:00.000+01:00;37349
2024-01-10T19:40:00.000+01:00;37625
2024-01-10T19:45:00.000+01:00;37603
2024-01-10T19:50:00.000+01:00;37587
2024-01-10T19:55:00.000+01:00;37837
2024-01-10T20:00:00.000+01:00;37737
2024-01-10T20:05:00.000+01:00;37914
2024-01-10T20:10:00.000+01:00;37883
2024-01-10T20:15:00.000+01:00;37781
2024-01-10T20:20:00.000+01:00;37882
2024-01-10T20:25:00.000+01:00;37869
2024-01-10T20:30:00.000+01:00;37595
2024-01-10T20:35:00.000+01:00;37899
2024-01-10T20:40:00.000+01:00;37985
2024-01-10T20:45:00.000+01:00;37917
2024-01-10T20:50:00.000+01:00;37858
2024-01-10T20:55:00.000+01:00;37712
2024-01-10T21:00:00.000+01:00;37751
2024-01-10T21:05:00.000+01:00;37533
2024-01-10T21:10:00.000+01:00;37367
2024-01-10T21:15:00.000+01:00;37298
2024-01-10T21:20:00.000+01:00;37045
2024-01-10T21:25:00.000+01:00;36935
2024-01-10T21:30:00.000+01:00;36718
2024-01-10T21:35:00.000+01:00;36168
2024-01-10T21:40:00.000+01:00;36004
2024-01-10T21:45:00.000+01:00;35666
2024-01-10T21:50:00.000+01:00;35245
2024-01-10T21:55:00.000+01:00;34908
2024-01-10T22:00:00.000+01:00;34468
2024-01-10T22:05:00.000+01:00;33959
2024-01-10T22:10:00.000+01:00;33873
2024-01-10T22:15:00.000+01:00;33670
2024-01-10T22:20:00.000+01:00;33352
2024-01-10T22:25:00.000+01:00;33293
2024-01-10T22:30:00.000+01:00;33013
2024-01-10T22:35:00.000+01:00;32733
2024-01-10T22:40:00.000+01:00;32330
2024-01-10T22:45:00.000+01:00;32134
2024-01-10T22:50:00.000+01:00;31871
2024-01-10T22:55:00.000+01:00;31437
2024-01-10T23:00:00.000+01:00;30996
2024-01-10T23:05:00.000+01:00;30636
2024-01-10T23:10:00.000+01:00;30379
2024-01-10T23:15:00.000+01:00;30107
2024-01-10T23:20:00.000+01:00;29847
2024-01-10T23:25:00.000+01:00;29511
2024-01-10T23:30:00.000+01:00;28932
2024-01-10T23:35:00.000+01:00;28795
2024-01-10T23:40:00.000+01:00;28588
2024-01-10T23:45:00.000+01:00;28359
2024-01-10T23:50:00.000+01:00;28211
2024-01-10T23:55:00.000+01:00;27767
2024-01-11T00:00:00.000+01:00;27587
2024-01-11T00:05:00.000+01:00;27862
2024-01-11T00:10:00.000+01:00;27790
2024-01-11T00:15:00.000+01:00;27634
2024-01-11T00:20:00.000+01:00;27164
2024-01-11T00:25:00.000+01:00;27235
2024-01-11T00:30:00.000+01:00;27137
2024-01-11T00:35:00.000+01:00;26829
2024-01-11T00:40:00.000+01:00;26637
2024-01-11T00:45:00.000+01:00;26561
2024-01-11T00:50:00.000+01:00;26143
2024-01-11T00:55:00.000+01:00;25859
2024-01-11T01:00:00.000+01:00;25858
2024-01-11T01:05:00.000+01:00;25865
2024-01-11T01:10:00.000+01:00;25689
2024-01-11T01:15:00.000+01:00;25621
2024-01-11T01:20:00.000+01:00;25329
2024-01-11T01:25:00.000+01:00;25302
2024-01-11T01:30:00.000+01:00;25306
2024-01-11T01:35:00.000+01:00;25095
2024-01-11T01:40:00.000+01:00;24943
2024-01-11T01:45:00.000+01:00;24677
2024-01-11T01:50:00.000+01:00;24547
2024-01-11T01:55:00.000+01:00;24526
2024-01-11T02:00:00.000+01:00;24551
2024-01-11T02:05:00.000+01:00;24513
2024-01-11T02:10:00.000+01:00;24096
2024-01-11T02:15:00.000+01:00;24068
2024-01-11T02:20:00.000+01:00;24075
2024-01-11T02:25:00.000+01:00;23908
2024-01-11T02:30:00.000+01:00;24044
2024-01-11T02:35:00.000+01:00;23896
2024-01-11T02:40:00.000+01:00;23779
2024-01-11T02:45:00.000+01:00;23628
2024-01-11T02:50:00.000+01:00;23843
2024-01-11T02:55:00.000+01:00;23744
2024-01-11T03:00:00.000+01:00;23855
2024-01-11T03:05:00.000+01:00;23734
2024-01-11T03:10:00.000+01:00;23579
2024-01-11T03:15:00.000+01:00;23553
2024-01-11T03:20:00.000+01:00;23494
2024-01-11T03:25:00.000+01:00;23587
2024-01-11T03:30:00.000+01:00;23418
2024-01-11T03:35:00.000+01:00;23382
2024-01-11T03:40:00.000+01:00;23450
2024-01-11T03:45:00.000+01:00;23428
2024-01-11T03:50:00.000+01:00;23455
2024-01-11T03:55:00.000+01:00;23406
2024-01-11T04:00:00.000+01:00;23357
2024-01-11T04:05:00.000+01:00;23422
2024-01-11T04:10:00.000+01:00;23579
2024-01-11T04:15:00.000+01:00;23369
2024-01-11T04:20:00.000+01:00;23475
2024-01-11T04:25:00.000+01:00;23432
2024-01-11T04:30:00.000+01:00;23237
2024-01-11T04:35:00.000+01:00;23197
2024-01-11T04:40:00.000+01:00;23397
2024-01-11T04:45:00.000+01:00;23298
2024-01-11T04:50:00.000+01:00;23307
2024-01-11T04:55:00.000+01:00;23444
2024-01-11T05:00:00.000+01:00;23523
2024-01-11T05:05:00.000+01:00;23796
2024-01-11T05:10:00.000+01:00;23963
2024-01-11T05:15:00.000+01:00;23871
2024-01-11T05:20:00.000+01:00;24044
2024-01-11T05:25:00.000+01:00;23856
2024-01-11T05:30:00.000+01:00;23942
2024-01-11T05:35:00.000+01:00;24323
2024-01-11T05:40:00.000+01:00;24068
2024-01-11T05:45:00.000+01:00;24213
2024-01-11T05:50:00.000+01:00;24518
2024-01-11T05:55:00.000+01:00;24699
2024-01-11T06:00:00.000+01:00;25006
2024-01-11T06:05:00.000+01:00;25579
2024-01-11T06:10:00.000+01:00;26011
2024-01-11T06:15:00.000+01:00;26406
2024-01-11T06:20:00.000+01:00;26707
2024-01-11T06:25:00.000+01:00;26880
2024-01-11T06:30:00.000+01:00;27243
2024-01-11T06:35:00.000+01:00;27673
2024-01-11T06:40:00.000+01:00;27853
2024-01-11T06:45:00.000+01:00;27860
2024-01-11T06:50:00.000+01:00;28399
2024-01-11T06:55:00.000+01:00;28944
2024-01-11T07:00:00.000+01:00;29278
2024-01-11T07:05:00.000+01:00;29940
2024-01-11T07:10:00.000+01:00;30664
2024-01-11T07:15:00.000+01:00;31130
2024-01-11T07:20:00.000+01:00;31481
2024-01-11T07:25:00.000+01:00;31790
2024-01-11T07:30:00.000+01:00;31970
2024-01-11T07:35:00.000+01:00;32564
2024-01-11T07:40:00.000+01:00;32794
2024-01-11T07:45:00.000+01:00;33125
2024-01-11T07:50:00.000+01:00;33400
2024-01-11T07:55:00.000+01:00;33548
2024-01-11T08:00:00.000+01:00;33780
2024-01-11T08:05:00.000+01:00;34265
2024-01-11T08:10:00.000+01:00;34488
2024-01-11T08:15:00.000+01:00;34881
2024-01-11T08:20:00.000+01:00;34874
2024-01-11T08:25:00.000+01:00;35105
2024-01-11T08:30:00.000+01:00;34985
2024-01-11T08:35:00.000+01:00;35076
2024-01-11T08:40:00.000+01:00;34927
2024-01-11T08:45:00.000+01:00;34872
2024-01-11T08:50:00.000+01:00;34802
2024-01-11T08:55:00.000+01:00;34845
2024-01-11T09:00:00.000+01:00;34910
2024-01-11T09:05:00.000+01:00;35110
2024-01-11T09:10:00.000+01:00;35380
2024-01-11T09:15:00.000+01:00;35428
2024-01-11T09:20:00.000+01:00;35539
2024-01-11T09:25:00.000+01:00;35462
2024-01-11T09:30:00.000+01:00;35470
2024-01-11T09:35:00.000+01:00;35520
2024-01-11T09:40:00.000+01:00;35500
2024-01-11T09:45:00.000+01:00;35461
2024-01-11T09:50:00.000+01:00;35602
2024-01-11T09:55:00.000+01:00;35574
2024-01-11T10:00:00.000+01:00;35624
2024-01-11T10:05:00.000+01:00;35670
2024-01-11T10:10:00.000+01:00;35541
2024-01-11T10:15:00.000+01:00;35600
2024-01-11T10:20:00.000+01:00;35583
2024-01-11T10:25:00.000+01:00;35600
2024-01-11T10:30:00.000+01:00;35504
2024-01-11T10:35:00.000+01:00;35404
2024-01-11T10:40:00.000+01:00;35372
2024-01-11T10:45:00.000+01:00;35203
2024-01-11T10:50:00.000+01:00;35152
2024-01-11T10:55:00.000+01:00;34949
2024-01-11T11:00:00.000+01:00;34856
2024-01-11T11:05:00.000+01:00;34775
2024-01-11T11:10:00.000+01:00;34699
2024-01-11T11:15:00.000+01:00;34596
2024-01-11T11:20:00.000+01:00;34590
2024-01-11T11:25:00.000+01:00;34453
2024-01-11T11:30:00.000+01:00;34430
2024-01-11T11:35:00.000+01:00;34609
2024-01-11T11:40:00.000+01:00;34488
2024-01-11T11:45:00.000+01:00;34199
2024-01-11T11:50:00.000+01:00;34044
2024-01-11T11:55:00.000+01:00;34082
2024-01-11T12:00:00.000+01:00;33952
2024-01-11T12:05:00.000+01:00;33898
2024-01-11T12:10:00.000+01:00;33715
2024-01-11T12:15:00.000+01:00;33823
2024-01-11T12:20:00.000+01:00;33680
2024-01-11T12:25:00.000+01:00;33732
2024-01-11T12:30:00.000+01:00;33744
2024-01-11T12:35:00.000+01:00;33854
2024-01-11T12:40:00.000+01:00;33715
2024-01-11T12:45:00.000+01:00;33875
2024-01-11T12:50:00.000+01:00;34037
2024-01-11T12:55:00.000+01:00;33777
2024-01-11T13:00:00.000+01:00;33730
2024-01-11T13:05:00.000+01:00;33717
2024-01-11T13:10:00.000+01:00;33832
2024-01-11T13:15:00.000+01:00;34018
2024-01-11T13:20:00.000+01:00;33834
2024-01-11T13:25:00.000+01:00;34053
2024-01-11T13:30:00.000+01:00;34007
2024-01-11T13:35:00.000+01:00;33813
2024-01-11T13:40:00.000+01:00;33851
2024-01-11T13:45:00.000+01:00;33738
2024-01-11T13:50:00.000+01:00;33623
2024-01-11T13:55:00.000+01:00;33681
2024-01-11T14:00:00.000+01:00;33434
2024-01-11T14:05:00.000+01:00;33423
2024-01-11T14:10:00.000+01:00;33346
2024-01-11T14:15:00.000+01:00;33365
2024-01-11T14:20:00.000+01:00;33436
2024-01-11T14:25:00.000+01:00;33596
2024-01-11T14:30:00.000+01:00;33441
2024-01-11T14:35:00.000+01:00;33603
2024-01-11T14:40:00.000+01:00;33586
2024-01-11T14:45:00.000+01:00;33467
2024-01-11T14:50:00.000+01:00;33569
2024-01-11T14:55:00.000+01:00;33271
2024-01-11T15:00:00.000+01:00;33220
2024-01-11T15:05:00.000+01:00;33240
2024-01-11T15:10:00.000+01:00;33112
2024-01-11T15:15:00.000+01:00;33215
2024-01-11T15:20:00.000+01:00;33230
2024-01-11T15:25:00.000+01:00;33054
2024-01-11T15:30:00.000+01:00;33101
2024-01-11T15:35:00.000+01:00;33331
2024-01-11T15:40:00.000+01:00;33283
2024-01-11T15:45:00.000+01:00;33258
2024-01-11T15:50:00.000+01:00;33383
2024-01-11T15:55:00.000+01:00;33297
2024-01-11T16:00:00.000+01:00;33055
2024-01-11T16:05:00.000+01:00;33187
2024-01-11T16:10:00.000+01:00;33267
2024-01-11T16:15:00.000+01:00;33434
2024-01-11T16:20:00.000+01:00;33430
2024-01-11T16:25:00.000+01:00;33241
2024-01-11T16:30:00.000+01:00;33406
2024-01-11T16:35:00.000+01:00;33296
2024-01-11T16:40:00.000+01:00;33429
2024-01-11T16:45:00.000+01:00;33514
2024-01-11T16:50:00.000+01:00;33546
2024-01-11T16:55:00.000+01:00;33622
2024-01-11T17:00:00.000+01:00;33594
